anio,reg,satisfaccion,anomalia
2023,Almería,6.0,0
2021,Asturias,2.0,0
2022,Santa Cruz de Tenerife,3.0,0
2023,Albacete,,0
2021,Santa Cruz de Tenerife,,0
2021,Ciudad Real,1.0,0
2022,León,10.0,0
2020,Badajoz,1.0,0
2019,Guadalajara,8.0,0
2023,Guipúzcoa,5.0,0
2021,Madrid,3.0,0
2022,Córdoba,,0
2022,Guadalajara,2.0,0
2023,Castellón,6.0,0
2025,Lleida,10.0,0
2020,Palencia,4.0,0
2022,Burgos,,0
2019,Castellón,6.0,0
2024,Sevilla,4.0,0
2020,Pontevedra,2.0,0
2023,Santa Cruz de Tenerife,9.0,0
2026,Barcelona,7.0,0
2025,Pontevedra,1.0,0
2020,Zamora,5.0,0
2024,Tarragona,,0
2023,Asturias,3.0,0
2019,Cádiz,8.0,0
2024,Cáceres,4.0,0
2024,Burgos,,0
2022,Lleida,1.0,0
2019,León,7.0,0
2025,Ávila,5.0,0
2021,Asturias,,0
2023,Navarra,,0
2021,Murcia,5.0,0
2021,Ciudad Real,,0
2026,La Rioja,7.0,0
2026,Álava,,0
2025,Castellón,2.0,0
2023,Lleida,,0
2022,Valladolid,10.0,0
2023,Salamanca,10.0,0
2021,Ceuta,4.0,0
2023,Badajoz,7.0,0
2022,Badajoz,1.0,0
2025,Toledo,9.0,0
2020,Albacete,3.0,0
2025,Málaga,1.0,0
2019,Segovia,8.0,0
2022,Asturias,6.0,0
2025,León,,0
2022,Guadalajara,2.0,0
2024,Granada,9.0,0
2019,Lleida,,0
2021,Guadalajara,3.0,0
2021,León,,0
2025,Orense,,0
2020,Ávila,10.0,0
2026,Zaragoza,,0
2022,Murcia,10.0,0
2025,Castellón,2.0,0
2024,Ciudad Real,,0
2020,Vizcaya,,0
2019,Ávila,8.0,0
2020,Valladolid,,0
2025,Tarragona,4.0,0
2019,Las Palmas,8.0,0
2025,Sevilla,10.0,0
2022,Pontevedra,5.0,0
2020,La Rioja,2.0,0
2024,Cádiz,7.0,0
2023,Cádiz,,0
2023,Soria,3.0,0
2025,Barcelona,,0
2019,Valladolid,,0
2020,Lugo,,0
2021,Santa Cruz de Tenerife,6.0,0
2022,Santa Cruz de Tenerife,,0
2023,Madrid,9.0,0
2019,Navarra,5.0,0
2022,Alicante,10.0,0
2022,Navarra,10.0,0
2023,Girona,,0
2022,Santa Cruz de Tenerife,6.0,0
2020,Castellón,2.0,0
2025,Alicante,4.0,0
2020,Almería,8.0,0
2021,Pontevedra,,0
2024,Zamora,5.0,0
2026,Granada,1.0,0
2024,Cantabria,1.0,0
2019,Orense,8.0,0
2021,Ciudad Real,,0
2024,Córdoba,2.0,0
2023,Córdoba,5.0,0
2019,Alicante,9.0,0
2019,Badajoz,5.0,0
2022,Islas Baleares,8.0,0
2021,Almería,4.0,0
2026,Ceuta,7.0,0
2025,León,7.0,0
2020,Las Palmas,,0
2020,Ávila,1.0,0
2023,Madrid,9.0,0
2020,Santa Cruz de Tenerife,,0
2022,Vizcaya,8.0,0
2022,Navarra,3.0,0
2025,Asturias,7.0,0
2021,Valencia,2.0,0
2024,Islas Baleares,4.0,0
2023,Cádiz,1.0,0
2020,Teruel,,0
2019,León,5.0,0
2019,Valencia,1.0,0
2025,Castellón,1.0,0
2021,Sevilla,4.0,0
2021,Albacete,,0
2023,Toledo,9.0,0
2024,Girona,8.0,0
2019,Las Palmas,7.0,0
2022,Málaga,6.0,0
2019,Pontevedra,,0
2020,Girona,6.0,0
2019,Cáceres,10.0,0
2023,Valencia,2.0,0
2024,La Coruña,2.0,0
2025,Madrid,9.0,0
2024,Orense,4.0,0
2019,Burgos,2.0,0
2024,Valencia,10.0,0
2021,Barcelona,3.0,0
2019,Lleida,5.0,0
2019,Cáceres,5.0,0
2024,Guipúzcoa,7.0,0
2023,Toledo,,0
2020,Badajoz,9.0,0
2020,Orense,1.0,0
2022,Valencia,6.0,0
2024,Toledo,3.0,0
2019,Las Palmas,6.0,0
2026,Ceuta,5.0,0
2025,Segovia,8.0,0
2022,La Coruña,8.0,0
2023,Ceuta,2.0,0
2025,Islas Baleares,7.0,0
2023,Badajoz,1.0,0
2019,Tarragona,8.0,0
2023,Tarragona,10.0,0
2023,Huesca,8.0,0
2021,Lleida,6.0,0
2026,Soria,8.0,0
2023,Ciudad Real,7.0,0
2026,Burgos,7.0,0
2019,Islas Baleares,6.0,0
2024,Cáceres,4.0,0
2025,Madrid,4.0,0
2024,Cádiz,,0
2025,Álava,,0
2023,Sevilla,7.0,0
2025,Islas Baleares,8.0,0
2024,Las Palmas,,0
2021,Guipúzcoa,2.0,0
2022,Badajoz,3.0,0
2025,Sevilla,2.0,0
2024,Murcia,6.0,0
2020,Girona,9.0,0
2021,Asturias,8.0,0
2022,Teruel,,0
2023,Guipúzcoa,4.0,0
2021,Salamanca,,0
2024,Las Palmas,5.0,0
2022,Burgos,9.0,0
2022,Navarra,5.0,0
2025,Barcelona,4.0,0
2019,Lleida,10.0,0
2020,Sevilla,,0
2020,Orense,9.0,0
2022,Las Palmas,4.0,0
2023,Ciudad Real,5.0,0
2022,Álava,6.0,0
2021,Cantabria,,0
2023,Soria,3.0,0
2019,Álava,9.0,0
2020,Huelva,6.0,0
2024,Orense,1.0,0
2024,Santa Cruz de Tenerife,8.0,0
2025,Ávila,3.0,0
2021,Almería,,0
2021,Girona,5.0,0
2025,Murcia,9.0,0
2019,Guadalajara,6.0,0
2022,Asturias,,0
2019,Castellón,8.0,0
2024,Lleida,4.0,0
2025,Granada,10.0,0
2021,Barcelona,1.0,0
2022,Álava,,0
2019,Castellón,9.0,0
2021,Vizcaya,,0
2025,Murcia,,0
2024,Barcelona,4.0,0
2021,Alicante,5.0,0
2019,Castellón,3.0,0
2019,Albacete,4.0,0
2020,Ciudad Real,4.0,0
2019,Zaragoza,6.0,0
2024,Teruel,,0
2025,Ávila,6.0,0
2019,Asturias,3.0,0
2024,Girona,2.0,0
2024,Cádiz,6.0,0
2019,Barcelona,,0
2022,Barcelona,7.0,0
2022,Girona,2.0,0
2025,Álava,10.0,0
2021,Valencia,10.0,0
2023,Málaga,6.0,0
2020,Burgos,1.0,0
2024,La Rioja,5.0,0
2019,Barcelona,2.0,0
2020,Madrid,,0
2021,Ciudad Real,8.0,0
2019,Lleida,9.0,0
2023,Zaragoza,9.0,0
2020,Valencia,1.0,0
2023,Albacete,,0
2025,Lleida,8.0,0
2020,Segovia,10.0,0
2020,Lugo,,0
2025,Segovia,10.0,0
2020,Sevilla,6.0,0
2024,Las Palmas,4.0,0
2021,Las Palmas,10.0,0
2026,Álava,8.0,0
2023,Málaga,1.0,0
2025,Asturias,6.0,0
2022,Lleida,,0
2019,Islas Baleares,,0
2022,Lleida,4.0,0
2025,Girona,1.0,0
2024,Asturias,10.0,0
2025,Sevilla,,0
2019,Navarra,2.0,0
2020,Huelva,,0
2020,Girona,4.0,0
2021,Huelva,,0
2025,Huelva,8.0,0
2022,Las Palmas,5.0,0
2024,Alicante,,0
2022,Tarragona,4.0,0
2021,Castellón,10.0,0
2020,Salamanca,,0
2020,Huelva,10.0,0
2020,Murcia,7.0,0
2024,Huelva,,0
2022,Pontevedra,,0
2019,Pontevedra,2.0,0
2024,Córdoba,5.0,0
2022,Valladolid,3.0,0
2022,Valladolid,9.0,0
2020,Zamora,,0
2020,Álava,9.0,0
2022,Soria,2.0,0
2021,Pontevedra,2.0,0
2020,Álava,1.0,0
2021,Orense,,0
2020,Santa Cruz de Tenerife,5.0,0
2022,Guadalajara,3.0,0
2019,Córdoba,7.0,0
2020,Albacete,4.0,0
2024,Álava,10.0,0
2025,Málaga,1.0,0
2022,Lleida,7.0,0
2024,Guipúzcoa,2.0,0
2019,Lugo,10.0,0
2022,Cádiz,,0
2025,Albacete,,0
2024,Jaén,10.0,0
2024,Murcia,4.0,0
2026,Cuenca,6.0,0
2021,Sevilla,,0
2020,Zaragoza,1.0,0
2020,Teruel,3.0,0
2020,Zamora,3.0,0
2023,Cáceres,8.0,0
2020,Santa Cruz de Tenerife,3.0,0
2025,Navarra,,0
2022,Sevilla,5.0,0
2019,Palencia,,0
2020,Santa Cruz de Tenerife,7.0,0
2025,Asturias,3.0,0
2021,Islas Baleares,8.0,0
2022,Badajoz,1.0,0
2024,Cuenca,,0
2022,Toledo,10.0,0
2024,Navarra,6.0,0
2021,Ciudad Real,4.0,0
2020,Guipúzcoa,,0
2023,Álava,8.0,0
2020,La Rioja,8.0,0
2019,Islas Baleares,8.0,0
2021,Alicante,8.0,0
2023,Guipúzcoa,8.0,0
2023,La Coruña,7.0,0
2019,Madrid,1.0,0
2026,Tarragona,7.0,0
2020,Castellón,1.0,0
2021,Palencia,1.0,0
2024,Girona,1.0,0
2025,Cantabria,1.0,0
2024,Lugo,,0
2024,Álava,,0
2020,León,2.0,0
2023,Castellón,,0
2026,Alicante,,0
2021,Cádiz,10.0,0
2019,Santa Cruz de Tenerife,2.0,0
2025,Málaga,9.0,0
2020,Granada,,0
2019,Jaén,8.0,0
2019,Las Palmas,,0
2020,Guadalajara,8.0,0
2021,Huelva,6.0,0
2025,Barcelona,9.0,0
2020,Soria,10.0,0
2024,Jaén,9.0,0
2025,Girona,7.0,0
2024,Ávila,2.0,0
2020,Salamanca,9.0,0
2020,Orense,1.0,0
2024,Ávila,2.0,0
2025,Soria,,0
2024,Valladolid,8.0,0
2019,Lugo,2.0,0
2026,Lleida,1.0,0
2022,Cantabria,7.0,0
2020,Girona,7.0,0
2024,Cantabria,7.0,0
2021,Toledo,,0
2021,Soria,6.0,0
2024,Lugo,,0
2021,Cuenca,4.0,0
2019,Córdoba,10.0,0
2020,Córdoba,1.0,0
2019,Asturias,1.0,0
2019,Teruel,,0
2021,Orense,6.0,0
2026,Valencia,5.0,0
2020,Teruel,10.0,0
2021,Teruel,1.0,0
2021,Islas Baleares,6.0,0
2019,Granada,,0
2020,Vizcaya,7.0,0
2020,Jaén,,0
2020,Guadalajara,10.0,0
2022,Orense,2.0,0
2019,Murcia,10.0,0
2024,Burgos,9.0,0
2021,Tarragona,,0
2025,Toledo,6.0,0
2023,Murcia,,0
2020,Valladolid,7.0,0
2024,Navarra,2.0,0
2022,Teruel,5.0,0
2022,Huesca,,0
2020,Melilla,,0
2020,Lugo,,0
2022,Palencia,,0
2024,Ceuta,2.0,0
2023,Vizcaya,6.0,0
2025,Islas Baleares,9.0,0
2021,La Coruña,10.0,0
2020,Navarra,10.0,0
2026,Las Palmas,3.0,0
2023,Granada,3.0,0
2022,Zaragoza,,0
2025,Segovia,5.0,0
2023,Girona,10.0,0
2021,Murcia,5.0,0
2022,Burgos,4.0,0
2019,Granada,2.0,0
2025,Córdoba,,0
2025,Girona,7.0,0
2025,Melilla,7.0,0
2021,Las Palmas,3.0,0
2025,La Rioja,5.0,0
2024,Granada,,0
2024,Guadalajara,5.0,0
2025,Murcia,6.0,0
2022,Lleida,5.0,0
2025,Madrid,6.0,0
2025,Sevilla,3.0,0
2025,Pontevedra,10.0,0
2021,Islas Baleares,9.0,0
2026,Zamora,8.0,0
2023,Cuenca,9.0,0
2020,Salamanca,1.0,0
2022,Alicante,1.0,0
2021,Vizcaya,7.0,0
2019,Orense,,0
2020,Teruel,9.0,0
2020,Sevilla,,0
2019,Palencia,10.0,0
2021,Madrid,,0
2025,Lleida,4.0,0
2023,Girona,6.0,0
2020,León,,0
2022,Las Palmas,,0
2019,Valencia,1.0,0
2024,La Coruña,1.0,0
2019,Tarragona,1.0,0
2022,Barcelona,2.0,0
2022,Soria,1.0,0
2019,Lugo,8.0,0
2023,Asturias,7.0,0
2022,Palencia,10.0,0
2023,Málaga,5.0,0
2023,Santa Cruz de Tenerife,2.0,0
2024,Asturias,,0
2025,Castellón,,0
2020,Málaga,4.0,0
2023,Jaén,1.0,0
2025,Guipúzcoa,8.0,0
2019,Ciudad Real,8.0,0
2022,Navarra,3.0,0
2024,Lleida,7.0,0
2021,Málaga,3.0,0
2023,Lugo,,0
2024,La Coruña,,0
2019,Lugo,,0
2020,La Rioja,,0
2020,Girona,,0
2026,Islas Baleares,10.0,0
2020,Cádiz,3.0,0
2025,Las Palmas,6.0,0
2023,Huelva,,0
2019,León,4.0,0
2019,Orense,10.0,0
2021,Salamanca,8.0,0
2024,Castellón,2.0,0
2019,Huelva,1.0,0
2021,Álava,6.0,0
2020,Salamanca,,0
2021,Cantabria,,0
2022,Sevilla,,0
2023,Soria,4.0,0
2026,Sevilla,7.0,0
2022,Castellón,4.0,0
2019,Ávila,6.0,0
2019,Badajoz,8.0,0
2022,Islas Baleares,3.0,0
2019,La Rioja,8.0,0
2021,Huesca,10.0,0
2026,Las Palmas,9.0,0
2023,Tarragona,1.0,0
2025,Badajoz,4.0,0
2021,Valladolid,4.0,0
2020,Soria,,0
2020,La Rioja,1.0,0
2020,Guadalajara,1.0,0
2022,Alicante,3.0,0
2024,Palencia,,0
2019,Guipúzcoa,,0
2020,Segovia,8.0,0
2025,Toledo,3.0,0
2022,Santa Cruz de Tenerife,9.0,0
2023,Girona,3.0,0
2024,Valladolid,6.0,0
2019,León,4.0,0
2023,Zaragoza,2.0,0
2024,Girona,9.0,0
2025,Girona,6.0,0
2019,León,2.0,0
2023,Almería,,0
2022,Teruel,9.0,0
2019,Santa Cruz de Tenerife,2.0,0
2020,Ávila,2.0,0
2020,León,10.0,0
2022,Guadalajara,9.0,0
2025,Madrid,9.0,0
2019,Lleida,,0
2023,Córdoba,10.0,0
2022,Toledo,1.0,0
2026,Ávila,2.0,0
2021,Cádiz,,0
2021,Orense,,0
2023,Girona,10.0,0
2026,Navarra,7.0,0
2024,Guadalajara,2.0,0
2026,Cantabria,8.0,0
2020,Cádiz,10.0,0
2020,Pontevedra,1.0,0
2025,Ávila,7.0,0
2022,Palencia,6.0,0
2022,Cádiz,8.0,0
2025,Santa Cruz de Tenerife,5.0,0
2020,Teruel,5.0,0
2024,Santa Cruz de Tenerife,,0
2024,Cádiz,,0
2022,Madrid,1.0,0
2020,Palencia,5.0,0
2025,Guadalajara,3.0,0
2026,Cáceres,9.0,0
2023,Pontevedra,2.0,0
2019,Sevilla,2.0,0
2021,Almería,2.0,0
2021,Santa Cruz de Tenerife,1.0,0
2024,Lleida,10.0,0
2023,Córdoba,3.0,0
2023,Burgos,6.0,0
2019,Jaén,8.0,0
2024,Sevilla,3.0,0
2019,León,10.0,0
2021,León,1.0,0
2024,Palencia,2.0,0
2019,Tarragona,9.0,0
2021,Vizcaya,8.0,0
2020,Murcia,4.0,0
2023,Castellón,3.0,0
2025,Asturias,9.0,0
2019,Ceuta,5.0,0
2022,Zamora,4.0,0
2026,La Coruña,1.0,0
2021,Islas Baleares,2.0,0
2024,Cantabria,9.0,0
2022,Málaga,,0
2019,Ceuta,6.0,0
2025,Lugo,,0
2024,Badajoz,4.0,0
2025,Málaga,9.0,0
2022,Melilla,6.0,0
2021,Córdoba,6.0,0
2021,Orense,10.0,0
2021,Islas Baleares,,0
2019,Pontevedra,1.0,0
2023,Ávila,9.0,0
2025,Álava,1.0,0
2024,Melilla,,0
2021,Málaga,1.0,0
2024,Girona,,0
2025,Orense,3.0,0
2021,Ávila,1.0,0
2022,Melilla,4.0,0
2020,Granada,,0
2020,Almería,,0
2025,Ceuta,9.0,0
2020,Guadalajara,,0
2024,Cáceres,4.0,0
2020,Ceuta,6.0,0
2019,Las Palmas,1.0,0
2021,Islas Baleares,3.0,0
2020,Islas Baleares,5.0,0
2025,Navarra,10.0,0
2023,Girona,10.0,0
2025,Cáceres,7.0,0
2024,Segovia,6.0,0
2019,Murcia,10.0,0
2024,Burgos,5.0,0
2020,Vizcaya,,0
2021,Badajoz,2.0,0
2021,Madrid,1.0,0
2021,Soria,4.0,0
2023,Teruel,,0
2023,Girona,,0
2019,Alicante,5.0,0
2021,Islas Baleares,7.0,0
2021,Toledo,1.0,0
2019,Pontevedra,2.0,0
2022,Lleida,,0
2024,Jaén,8.0,0
2022,Orense,3.0,0
2023,Castellón,8.0,0
2022,Valladolid,5.0,0
2021,Cantabria,7.0,0
2020,La Rioja,,0
2019,Santa Cruz de Tenerife,,0
2023,Islas Baleares,8.0,0
2021,Ciudad Real,6.0,0
2021,Valladolid,4.0,0
2020,Palencia,9.0,0
2022,Girona,,0
2019,Lleida,,0
2026,Barcelona,,0
2020,Orense,1.0,0
2020,Pontevedra,4.0,0
2023,Madrid,8.0,0
2021,Granada,5.0,0
2022,Valladolid,7.0,0
2022,Málaga,4.0,0
2022,Toledo,2.0,0
2023,Ciudad Real,7.0,0
2025,Soria,,0
2021,Segovia,1.0,0
2022,Cantabria,7.0,0
2021,Granada,6.0,0
2022,Burgos,4.0,0
2021,Teruel,3.0,0
2024,Sevilla,9.0,0
2023,Navarra,10.0,0
2023,Castellón,6.0,0
2020,Huelva,10.0,0
2021,Palencia,5.0,0
2022,Madrid,,0
2024,Ceuta,10.0,0
2024,Lleida,3.0,0
2023,Barcelona,10.0,0
2026,Burgos,7.0,0
2021,Cáceres,2.0,0
2019,Castellón,4.0,0
2025,Las Palmas,10.0,0
2022,Cádiz,,0
2022,Murcia,5.0,0
2019,Madrid,5.0,0
2025,Cuenca,6.0,0
2025,Segovia,4.0,0
2024,Madrid,2.0,0
2020,Albacete,,0
2023,La Coruña,9.0,0
2021,La Coruña,2.0,0
2024,Madrid,4.0,0
2023,Badajoz,3.0,0
2023,Almería,5.0,0
2021,Cantabria,,0
2020,Lleida,,0
2020,Teruel,6.0,0
2022,Málaga,5.0,0
2022,Barcelona,4.0,0
2019,Castellón,4.0,0
2021,Córdoba,7.0,0
2025,Guipúzcoa,4.0,0
2020,Tarragona,7.0,0
2024,Islas Baleares,,0
2025,Palencia,,0
2023,Santa Cruz de Tenerife,10.0,0
2022,Huelva,2.0,0
2021,Valladolid,7.0,0
2022,Vizcaya,2.0,0
2022,Huesca,2.0,0
2019,Zamora,,0
2019,Salamanca,3.0,0
2025,Guadalajara,2.0,0
2023,Santa Cruz de Tenerife,2.0,0
2021,Santa Cruz de Tenerife,10.0,0
2024,Girona,8.0,0
2020,Badajoz,3.0,0
2023,Teruel,9.0,0
2019,Guadalajara,7.0,0
2024,Vizcaya,,0
2020,Guadalajara,1.0,0
2023,Cuenca,,0
2021,La Coruña,1.0,0
2025,Granada,5.0,0
2023,Pontevedra,,0
2024,Granada,1.0,0
2026,Salamanca,1.0,0
2022,Valladolid,5.0,0
2020,Santa Cruz de Tenerife,10.0,0
2025,Castellón,,0
2021,Alicante,2.0,0
2022,Guipúzcoa,,0
2023,Granada,4.0,0
2024,Girona,4.0,0
2020,Valladolid,,0
2021,Islas Baleares,9.0,0
2021,Ávila,9.0,0
2025,Zaragoza,,0
2024,Tarragona,8.0,0
2023,Segovia,1.0,0
2021,Barcelona,8.0,0
2021,Sevilla,6.0,0
2020,Burgos,,0
2023,Albacete,4.0,0
2021,Salamanca,1.0,0
2022,Girona,,0
2023,Melilla,,0
2019,Córdoba,3.0,0
2022,Huelva,3.0,0
2022,Murcia,7.0,0
2020,Santa Cruz de Tenerife,1.0,0
2025,Ávila,1.0,0
2019,Castellón,2.0,0
2026,Palencia,5.0,0
2022,Álava,7.0,0
2026,Salamanca,10.0,0
2021,Soria,,0
2023,La Rioja,5.0,0
2025,Jaén,10.0,0
2026,Barcelona,9.0,0
2019,Las Palmas,5.0,0
2022,Álava,8.0,0
2025,Santa Cruz de Tenerife,,0
2023,Castellón,2.0,0
2020,Huelva,1.0,0
2026,Cáceres,10.0,0
2020,Lleida,4.0,0
2021,Huelva,1.0,0
2020,Girona,2.0,0
2023,Murcia,,0
2023,Huelva,10.0,0
2026,Málaga,9.0,0
2025,Islas Baleares,6.0,0
2026,Vizcaya,7.0,0
2024,Segovia,8.0,0
2020,Palencia,7.0,0
2020,Madrid,4.0,0
2023,Valladolid,6.0,0
2022,Las Palmas,,0
2021,Granada,2.0,0
2022,Tarragona,9.0,0
2019,Huesca,3.0,0
2022,Cádiz,6.0,0
2021,Alicante,,0
2023,Vizcaya,,0
2024,Lleida,4.0,0
2025,La Rioja,3.0,0
2021,Madrid,4.0,0
2024,Zaragoza,,0
2019,Palencia,5.0,0
2021,Las Palmas,9.0,0
2023,La Rioja,,0
2019,Álava,5.0,0
2024,Palencia,9.0,0
2021,Girona,2.0,0
2023,Guadalajara,2.0,0
2022,Girona,4.0,0
2020,Alicante,5.0,0
2023,Sevilla,8.0,0
2020,Almería,,0
2019,Badajoz,,0
2023,La Coruña,5.0,0
2019,Murcia,3.0,0
2021,Albacete,9.0,0
2019,La Rioja,7.0,0
2021,Teruel,2.0,0
2021,Guadalajara,9.0,0
2025,Las Palmas,4.0,0
2022,Badajoz,5.0,0
2023,Jaén,9.0,0
2020,Almería,10.0,0
2019,Granada,10.0,0
2019,Santa Cruz de Tenerife,4.0,0
2019,Girona,4.0,0
2024,Salamanca,3.0,0
2022,Ciudad Real,7.0,0
2026,Huesca,5.0,0
2020,Salamanca,,0
2021,Santa Cruz de Tenerife,6.0,0
2022,Almería,,0
2023,Albacete,5.0,0
2022,Girona,4.0,0
2019,Lleida,,0
2020,Tarragona,,0
2024,Lleida,4.0,0
2024,Valladolid,1.0,0
2023,Santa Cruz de Tenerife,2.0,0
2020,Albacete,,0
2023,La Coruña,,0
2024,Vizcaya,6.0,0
2019,Lleida,3.0,0
2022,Girona,,0
2022,Zaragoza,1.0,0
2021,Islas Baleares,6.0,0
2019,Barcelona,,0
2021,Cáceres,9.0,0
2023,Tarragona,9.0,0
2021,Melilla,,0
2022,Granada,2.0,0
2021,Alicante,2.0,0
2025,Guadalajara,,0
2024,Salamanca,2.0,0
2024,Cuenca,9.0,0
2022,Madrid,1.0,0
2022,Las Palmas,2.0,0
2020,La Rioja,2.0,0
2026,Zamora,6.0,0
2024,Navarra,1.0,0
2022,Zaragoza,1.0,0
2021,Valencia,2.0,0
2022,Asturias,1.0,0
2025,Santa Cruz de Tenerife,5.0,0
2019,Melilla,3.0,0
2024,Girona,10.0,0
2025,Albacete,2.0,0
2022,Segovia,6.0,0
2026,Albacete,6.0,0
2024,Guipúzcoa,,0
2026,Murcia,10.0,0
2020,Huesca,5.0,0
2023,Cádiz,10.0,0
2023,Albacete,5.0,0
2024,Alicante,,0
2025,Albacete,8.0,0
2024,Córdoba,,0
2026,Girona,6.0,0
2024,Navarra,2.0,0
2024,La Coruña,10.0,0
2023,Badajoz,1.0,0
2024,La Rioja,,0
2022,Cádiz,3.0,0
2025,Huesca,6.0,0
2024,Santa Cruz de Tenerife,,0
2021,Tarragona,4.0,0
2025,Málaga,9.0,0
2023,Madrid,3.0,0
2019,Soria,10.0,0
2019,Sevilla,,0
2024,Navarra,6.0,0
2024,Palencia,5.0,0
2024,Tarragona,2.0,0
2023,Navarra,7.0,0
2026,Melilla,1.0,0
2019,Álava,2.0,0
2019,Alicante,7.0,0
2023,Alicante,5.0,0
2026,Córdoba,7.0,0
2021,Soria,,0
2024,Cáceres,9.0,0
2026,Zamora,6.0,0
2020,Jaén,6.0,0
2019,Castellón,2.0,0
2020,Navarra,1.0,0
2019,Vizcaya,6.0,0
2022,Guipúzcoa,10.0,0
2022,Salamanca,,0
2020,Zaragoza,10.0,0
2024,Orense,10.0,0
2022,Santa Cruz de Tenerife,5.0,0
2025,Jaén,3.0,0
2022,Toledo,9.0,0
2024,Lleida,9.0,0
2019,León,9.0,0
2021,La Coruña,9.0,0
2026,Málaga,9.0,0
2025,Huelva,,0
2019,Zamora,3.0,0
2024,La Rioja,9.0,0
2024,Cáceres,3.0,0
2019,Lleida,2.0,0
2025,Teruel,7.0,0
2025,Segovia,,0
2020,Albacete,6.0,0
2023,Vizcaya,,0
2022,Lleida,4.0,0
2022,Melilla,7.0,0
2025,Cádiz,6.0,0
2019,Almería,2.0,0
2025,Valencia,3.0,0
2023,Álava,3.0,0
2024,Jaén,,0
2025,Vizcaya,,0
2020,Granada,5.0,0
2022,Asturias,,0
2020,Ávila,8.0,0
2023,Girona,3.0,0
2025,Cádiz,,0
2025,Zamora,,0
2024,Lleida,,0
2023,Palencia,6.0,0
2024,La Rioja,6.0,0
2022,Girona,9.0,0
2019,Zaragoza,1.0,0
2020,Sevilla,9.0,0
2023,Santa Cruz de Tenerife,5.0,0
2022,Palencia,10.0,0
2020,Melilla,5.0,0
2020,Álava,2.0,0
2021,Barcelona,,0
2023,Huelva,8.0,0
2024,Málaga,7.0,0
2024,Guipúzcoa,4.0,0
2022,Vizcaya,3.0,0
2024,Madrid,,0
2019,Ciudad Real,,0
2025,La Rioja,5.0,0
2021,Murcia,3.0,0
2022,Guipúzcoa,4.0,0
2021,Castellón,,0
2019,Málaga,3.0,0
2024,Teruel,6.0,0
2025,Valencia,,0
2024,Madrid,8.0,0
2023,Granada,3.0,0
2024,Huesca,4.0,0
2021,Huelva,8.0,0
2024,Teruel,4.0,0
2019,Santa Cruz de Tenerife,7.0,0
2023,Madrid,10.0,0
2020,Badajoz,3.0,0
2023,Zamora,6.0,0
2023,Las Palmas,8.0,0
2021,Pontevedra,2.0,0
2025,Melilla,6.0,0
2024,Málaga,5.0,0
2019,Badajoz,3.0,0
2019,Valladolid,,0
2019,Jaén,10.0,0
2020,Cuenca,10.0,0
2023,Soria,2.0,0
2023,Málaga,4.0,0
2023,Tarragona,1.0,0
2023,Toledo,7.0,0
2026,Toledo,4.0,0
2025,Salamanca,6.0,0
2023,Zaragoza,4.0,0
2023,Valladolid,,0
2024,Las Palmas,5.0,0
2019,Girona,,0
2026,Zamora,6.0,0
2023,Girona,10.0,0
2023,Murcia,6.0,0
2024,Cuenca,,0
2020,Pontevedra,,0
2020,Valladolid,3.0,0
2021,Orense,,0
2023,Vizcaya,10.0,0
2024,Albacete,3.0,0
2025,Cantabria,10.0,0
2025,Pontevedra,8.0,0
2019,Alicante,,0
2023,Cuenca,,0
2022,Vizcaya,3.0,0
2023,Córdoba,8.0,0
2021,Girona,,0
2022,Soria,4.0,0
2025,Santa Cruz de Tenerife,,0
2020,Zaragoza,10.0,0
2020,Madrid,3.0,0
2019,Álava,1.0,0
2020,Lleida,5.0,0
2024,Melilla,10.0,0
2023,Madrid,,0
2019,Madrid,6.0,0
2025,Guadalajara,3.0,0
2024,Albacete,2.0,0
2019,Vizcaya,4.0,0
2022,Jaén,6.0,0
2019,Zamora,9.0,0
2019,Álava,10.0,0
2022,La Coruña,7.0,0
2025,Girona,5.0,0
2025,Huelva,5.0,0
2019,Cuenca,,0
2023,Lleida,8.0,0
2019,Navarra,5.0,0
2021,Murcia,3.0,0
2022,Córdoba,4.0,0
2022,Tarragona,4.0,0
2019,Zaragoza,3.0,0
2023,Vizcaya,5.0,0
2020,Málaga,9.0,0
2023,Barcelona,4.0,0
2020,Lugo,2.0,0
2020,Asturias,7.0,0
2019,Segovia,6.0,0
2019,Pontevedra,5.0,0
2022,Badajoz,4.0,0
2023,Álava,3.0,0
2019,La Coruña,7.0,0
2024,Granada,2.0,0
2019,Orense,4.0,0
2019,Guipúzcoa,3.0,0
2025,Salamanca,,0
2022,Huelva,3.0,0
2025,Almería,,0
2021,Almería,6.0,0
2023,Santa Cruz de Tenerife,6.0,0
2023,Palencia,5.0,0
2019,Burgos,4.0,0
2022,Barcelona,3.0,0
2023,Sevilla,,0
2021,Santa Cruz de Tenerife,1.0,0
2022,Guipúzcoa,8.0,0
2025,La Rioja,9.0,0
2019,Islas Baleares,7.0,0
2022,Santa Cruz de Tenerife,8.0,0
2020,Tarragona,9.0,0
2019,Santa Cruz de Tenerife,3.0,0
2020,Cantabria,9.0,0
2022,León,5.0,0
2026,León,1.0,0
2021,Cuenca,1.0,0
2026,Pontevedra,1.0,0
2019,Lleida,10.0,0
2021,Córdoba,,0
2024,Navarra,2.0,0
2021,Lugo,1.0,0
2023,Málaga,4.0,0
